Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
"Rio","PS3",2011,"Misc","THQ",0.040000,0.090000,0.000000,0.030000,0.160000
"Power Rangers Double Pack","GBA",2005,"Action","THQ",0.110000,0.040000,0.000000,0.000000,0.160000
"Mugen Souls","PS3",2012,"Role-Playing","Nippon Ichi Software",0.040000,0.030000,0.080000,0.010000,0.160000
"Yakuza Kiwami","PS4",2016,"Adventure","Sega",0.000000,0.000000,0.160000,0.000000,0.160000
"Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3","PS",1998,"Misc","Syscom",0.000000,0.000000,0.150000,0.010000,0.160000
" My Love","Wii",2010,"Role-Playing","Ackkstudios",0.060000,0.040000,0.000000,0.010000,0.110000
"The Settlers","DS",2007,"Action","Ubisoft",0.100000,0.000000,0.000000,0.010000,0.110000
"Grease","DS",2010,"Misc","505 Games",0.100000,0.000000,0.000000,0.010000,0.110000
"My SAT Coach with The Princeton Review","DS",2008,"Misc","Ubisoft",0.100000,0.000000,0.000000,0.010000,0.110000
"Family Fun Football","Wii",2009,"Sports","Tecmo Koei",0.100000,0.000000,0.000000,0.010000,0.110000
"Ring of Red","PS2",2000,"Strategy","Konami Digital Entertainment",0.060000,0.040000,0.000000,0.010000,0.110000
"Cold Winter","PS2",2005,"Shooter","Vivendi Games",0.060000,0.040000,0.000000,0.010000,0.110000
"International Track & Field 2000","PS",1999,"Sports","Konami Digital Entertainment",0.060000,0.040000,0.000000,0.010000,0.110000
"The Hardy Boys: Treasure on the Tracks","DS",2009,"Adventure","Sega",0.110000,0.000000,0.000000,0.010000,0.110000
"PDC World Championship Darts: Pro Tour","PS3",2010,"Sports","O-Games",0.000000,0.090000,0.000000,0.030000,0.110000
"Stubbs the Zombie in Rebel Without a Pulse","XB",2005,"Action","THQ",0.080000,0.020000,0.000000,0.000000,0.110000
"Batman: Dark Tomorrow","XB",2003,"Action","Kemco",0.080000,0.020000,0.000000,0.000000,0.110000
"Ping Pals","DS",2004,"Misc","THQ",0.100000,0.000000,0.000000,0.010000,0.110000
"Fatal Frame: Maiden of Black Water","WiiU",2014,"Action","Nintendo",0.000000,0.030000,0.080000,0.000000,0.110000
"MySims SkyHeroes","PS3",2010,"Action","Electronic Arts",0.080000,0.020000,0.000000,0.010000,0.110000
"Blood Drive","X360",2010,"Racing","Activision",0.090000,0.010000,0.000000,0.010000,0.110000
"18 Wheeler: American Pro Trucker","GC",2002,"Racing","Acclaim Entertainment",0.090000,0.020000,0.000000,0.000000,0.110000
"Jake Hunter Detective Story: Memories of the Past","DS",2007,"Adventure","PQube",0.060000,0.000000,0.050000,0.000000,0.110000
"Start the Party! Save the World","PS3",2011,"Misc","Sony Computer Entertainment",0.000000,0.090000,0.000000,0.030000,0.110000
"The King of Fighters XII","X360",2009,"Fighting","Ignition Entertainment",0.090000,0.000000,0.010000,0.010000,0.110000
"Digimon World DS","DS",2006,"Role-Playing","Namco Bandai Games",0.100000,0.000000,0.000000,0.010000,0.110000
"Naruto Ultimate Collection","PS2",2008,"Misc","Namco Bandai Games",0.060000,0.040000,0.000000,0.010000,0.110000
"The King of Fighters 99","PS",2000,"Fighting","SNK",0.000000,0.000000,0.110000,0.010000,0.110000
"Mass Destruction","PS",1997,"Shooter","BMG Interactive Entertainment",0.060000,0.040000,0.000000,0.010000,0.110000
"Bodycount","X360",2011,"Shooter","Codemasters",0.070000,0.030000,0.000000,0.010000,0.110000
"Batman: Rise of Sin Tzu","XB",2003,"Action","Ubisoft",0.080000,0.020000,0.000000,0.000000,0.110000
"Shinseiki Evangelion: Koutetsu no Girlfriend","SAT",1998,"Adventure","Sega",0.000000,0.000000,0.110000,0.000000,0.110000
"Skylanders: SuperChargers","3DS",2015,"Action","Activision",0.050000,0.060000,0.000000,0.010000,0.110000
"Super Swing Golf Season 2","Wii",2007,"Sports","Rising Star Games",0.080000,0.000000,0.030000,0.010000,0.110000
"Queens Blade: Spiral Chaos","PSP",2009,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.110000,0.000000,0.110000
"Jikkyou Powerful Pro Yakyuu 95","PS",1994,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.110000,0.010000,0.110000
"Spy vs Spy","XB",2005,"Action","Global Star",0.080000,0.020000,0.000000,0.000000,0.110000
"Coraline","PS2",2009,"Action","D3Publisher",0.060000,0.040000,0.000000,0.010000,0.110000
"The Price is Right: Decades","X360",2011,"Misc","Ubisoft",0.110000,0.000000,0.000000,0.010000,0.110000
"Sega Touring Car Championship","SAT",1996,"Racing","Sega",0.000000,0.000000,0.110000,0.000000,0.110000
"GoldenEye: Rogue Agent","DS",2005,"Shooter","Electronic Arts",0.100000,0.000000,0.000000,0.010000,0.110000
"JASF: Janes Advanced Strike Fighters","PS3",2011,"Simulation","Deep Silver",0.070000,0.030000,0.000000,0.020000,0.110000
"Cake Mania","DS",2007,"Puzzle","Majesco Entertainment",0.090000,0.010000,0.000000,0.010000,0.110000
"Cold Fear","PS2",2005,"Action","Ubisoft",0.060000,0.040000,0.000000,0.010000,0.110000
"Akibas Trip: Undead & Undressed","PS4",2014,"Action","Acquire",0.080000,0.000000,0.010000,0.020000,0.110000
"Zangeki no Reginleiv","Wii",2010,"Action","Nintendo",0.000000,0.000000,0.110000,0.000000,0.110000
"Stronghold Kingdoms","PC",2011,"Strategy","DTP Entertainment",0.000000,0.100000,0.000000,0.020000,0.110000
"Fabulous Finds","DS",2009,"Puzzle","ValuSoft",0.100000,0.000000,0.000000,0.010000,0.110000
"Vacation Sports","Wii",2009,"Sports","Ubisoft",0.100000,0.010000,0.000000,0.010000,0.110000
"Daito Giken Koushiki Pachi-Slot Simulator: Hihouden","PS2",2006,"Misc","Daito",0.000000,0.000000,0.110000,0.000000,0.110000
"PDC World Championship Darts: Pro Tour","Wii",2010,"Sports","O-Games",0.000000,0.100000,0.000000,0.010000,0.110000
"Pimp My Ride","Wii",2008,"Racing","Activision",0.100000,0.000000,0.000000,0.010000,0.110000
"Surfs Up","PSP",2007,"Sports","Ubisoft",0.020000,0.060000,0.000000,0.030000,0.110000
"Invizimals: The Lost Tribes","PSP",2011,"Action","Sony Computer Entertainment",0.000000,0.080000,0.000000,0.040000,0.110000
"Lets Play Garden","DS",2010,"Simulation","Deep Silver",0.110000,0.000000,0.000000,0.010000,0.110000
"NHL Hitz 20-03","XB",2002,"Sports","Midway Games",0.080000,0.020000,0.000000,0.000000,0.110000
"Murakumo: Renegade Mech Pursuit","XB",2002,"Shooter","From Software",0.040000,0.010000,0.060000,0.000000,0.110000
"Heavy Fire: Afghanistan","Wii",2011,"Shooter","Mastiff",0.110000,0.000000,0.000000,0.010000,0.110000
"Samurai Warriors 4-II","PS4",2015,"Action","Tecmo Koei",0.030000,0.020000,0.060000,0.010000,0.110000
"Open Season","X360",2006,"Platform","Ubisoft",0.100000,0.000000,0.000000,0.010000,0.110000
"WireWay","DS",2009,"Adventure","Konami Digital Entertainment",0.100000,0.000000,0.000000,0.010000,0.110000
"Gun Metal","XB",2002,"Shooter","Rage Software",0.080000,0.020000,0.000000,0.000000,0.110000
"Just In Time Translations","DS",2009,"Misc","THQ",0.100000,0.000000,0.000000,0.010000,0.110000
"John Dalys ProStroke Golf","PS3",2010,"Sports","O-Games",0.090000,0.020000,0.000000,0.010000,0.110000
"Pro Yaky? Spirits 5","PS3",2008,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.110000,0.000000,0.110000
"Samurai Warriors 4-II","PS3",2015,"Action","Tecmo Koei",0.000000,0.000000,0.110000,0.000000,0.110000
"BloodRayne","GC",2002,"Shooter","Universal Interactive",0.090000,0.020000,0.000000,0.000000,0.110000
"The Hardy Boys: The Hidden Theft","Wii",2009,"Adventure","The Adventure Company",0.070000,0.030000,0.000000,0.010000,0.110000
"Metal Slug 4 & 5","PS2",2005,"Shooter","SNK Playmore",0.050000,0.040000,0.000000,0.010000,0.110000
"Pac-Man and the Ghostly Adventures 2","X360",2014,"Adventure","Namco Bandai Games",0.050000,0.050000,0.000000,0.010000,0.110000
"ECW Anarchy Rulz","PS",1999,"Fighting","Acclaim Entertainment",0.060000,0.040000,0.000000,0.010000,0.110000
"InuYasha: A Feudal Fairy Tale","PS",2002,"Fighting","Namco Bandai Games",0.000000,0.000000,0.100000,0.010000,0.110000
"Gem Quest: 4 Elements","DS",2011,"Puzzle","Mastertronic",0.050000,0.050000,0.000000,0.010000,0.110000
"Funky Barn","3DS",2012,"Simulation","Ubisoft",0.070000,0.030000,0.000000,0.010000,0.110000
"J-League Winning Eleven 9: Asia Championship","PS2",2005,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.110000,0.000000,0.110000
"Sabrina The Teenage Witch: Potion Commotion","GBA",2002,"Action","Ubisoft",0.080000,0.030000,0.000000,0.000000,0.110000
"Pac-Man Pinball Advance","GBA",2005,"Misc","Zoo Digital Publishing",0.080000,0.030000,0.000000,0.000000,0.110000
"Pocket Pets","DS",2007,"Simulation","O3 Entertainment",0.100000,0.000000,0.000000,0.010000,0.110000
"Yu Yu Hakusho: Tournament Tactics","GBA",2004,"Strategy","Atari",0.080000,0.030000,0.000000,0.000000,0.110000
"Home Run King","GC",2002,"Sports","Sega",0.090000,0.020000,0.000000,0.000000,0.110000
"Power Rangers: Super Legends","DS",2007,"Action","Disney Interactive Studios",0.080000,0.030000,0.000000,0.010000,0.110000
"To Heart 2: Dungeon Travelers","PSP",2011,"Adventure","Aqua Plus",0.000000,0.000000,0.110000,0.000000,0.110000
"Where the Wild Things Are","X360",2009,"Platform","Warner Bros. Interactive Entertainment",0.100000,0.000000,0.000000,0.010000,0.110000
"Lost in Blue","DS",2005,"Adventure","Konami Digital Entertainment",0.070000,0.020000,0.020000,0.010000,0.110000
"Criminal Girls: Invite Only","PSV",2013,"Role-Playing","Nippon Ichi Software",0.040000,0.020000,0.040000,0.020000,0.110000
"WWE All Stars","PS2",2011,"Fighting","THQ",0.050000,0.040000,0.000000,0.010000,0.110000
"MLB Power Pros","PS2",2007,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.110000,0.000000,0.110000
"Truth or Lies","X360",2010,"Misc","THQ",0.070000,0.030000,0.000000,0.010000,0.110000
"Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant","SAT",1995,"Misc","Sega",0.000000,0.000000,0.110000,0.000000,0.110000
"Kousoku Card Battle: Card Hero","DS",2007,"Strategy","Nintendo",0.000000,0.000000,0.110000,0.000000,0.110000
"AirForce Delta Strike","PS2",2004,"Simulation","Konami Digital Entertainment",0.050000,0.040000,0.000000,0.010000,0.110000
"Doras Big Birthday Adventure","Wii",2010,"Misc","Take-Two Interactive",0.100000,0.010000,0.000000,0.010000,0.110000
"Tokimeki Memorial: Girls Side 2nd Season","DS",2008,"Adventure","Konami Digital Entertainment",0.000000,0.000000,0.110000,0.000000,0.110000
"Disneys Peter Pan: Return to Never Land","GBA",2002,"Platform","Ubisoft",0.080000,0.030000,0.000000,0.000000,0.110000
"The Fairly Odd Parents: Breakin Da Rules","XB",2003,"Platform","THQ",0.080000,0.020000,0.000000,0.000000,0.110000
"Monkey Island: Special Edition Collection","PS3",2011,"Adventure","Activision",0.000000,0.080000,0.000000,0.030000,0.110000
"Capcom vs. SNK 2 EO","GC",2002,"Fighting","Capcom",0.090000,0.020000,0.000000,0.000000,0.110000
"Hot Wheels Velocity X","GC",2002,"Racing","THQ",0.090000,0.020000,0.000000,0.000000,0.110000
"Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi","3DS",2015,"Action","Namco Bandai Games",0.000000,0.000000,0.110000,0.000000,0.110000
"Spyborgs","Wii",2009,"Action","Capcom",0.100000,0.010000,0.000000,0.010000,0.110000
"American Girl: Julie Finds a Way","DS",2007,"Adventure","THQ",0.100000,0.000000,0.000000,0.010000,0.110000
"Contra Advance: The Alien Wars EX","GBA",2002,"Shooter","Konami Digital Entertainment",0.080000,0.030000,0.000000,0.000000,0.110000
"Jikkyou Powerful Pro Baseball 2016","PS3",2016,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.110000,0.000000,0.110000
"The History Channel: Battle for the Pacific","Wii",2007,"Shooter","Activision",0.100000,0.000000,0.000000,0.010000,0.110000
"18 Wheels of Steel: Extreme Trucker 2","PC",2011,"Racing","Rondomedia",0.080000,0.020000,0.000000,0.010000,0.110000
"Happy Feet Two","3DS",2011,"Action","Warner Bros. Interactive Entertainment",0.080000,0.020000,0.000000,0.010000,0.110000
"Army Men: RTS","PS2",2002,"Strategy","3DO",0.050000,0.040000,0.000000,0.010000,0.110000
"Mobile Suit Gundam: MS Sensen 0079","Wii",2007,"Simulation","Namco Bandai Games",0.000000,0.000000,0.110000,0.000000,0.110000
"Pinball Hall of Fame: The Williams Collection","PSP",2008,"Misc","System 3 Arcade Software",0.090000,0.010000,0.000000,0.010000,0.110000
"Space Chimps","X360",2008,"Platform","Brash Entertainment",0.100000,0.000000,0.000000,0.010000,0.110000
"The Spiderwick Chronicles","X360",2008,"Action","Vivendi Games",0.090000,0.010000,0.000000,0.010000,0.110000
"Project CARS","PC",2015,"Racing","Slightly Mad Studios",0.000000,0.100000,0.000000,0.010000,0.110000
"Green Lantern: Rise of the Manhunters","DS",2011,"Action","Warner Bros. Interactive Entertainment",0.080000,0.020000,0.000000,0.010000,0.110000
"Eragon","PSP",2006,"Action","Vivendi Games",0.100000,0.000000,0.000000,0.010000,0.110000
"Shin Kamaitachi no Yoru: 11 Hitome no Suspect","PS3",2011,"Adventure","THQ",0.000000,0.000000,0.110000,0.000000,0.110000
"Guitar Rock Tour","DS",2007,"Misc","Gameloft",0.100000,0.000000,0.000000,0.010000,0.110000
"Mortal Kombat: Deception","GC",2005,"Fighting","Midway Games",0.090000,0.020000,0.000000,0.000000,0.110000
"ESPN NHL Hockey","XB",2003,"Sports","Sega",0.080000,0.020000,0.000000,0.000000,0.110000
"Monster Lab","PS2",2008,"Role-Playing","Eidos Interactive",0.050000,0.040000,0.000000,0.010000,0.110000
"XXX","GBA",2002,"Action","Activision",0.080000,0.030000,0.000000,0.000000,0.110000
"Machinarium","PC",2009,"Adventure","Daedalic",0.000000,0.090000,0.000000,0.020000,0.110000
"The Smurfs 2","PS3",2013,"Platform","Ubisoft",0.020000,0.070000,0.000000,0.020000,0.110000
"Maximum Force","PS",1997,"Shooter","GT Interactive",0.060000,0.040000,0.000000,0.010000,0.110000
"NCIS 3D","3DS",2011,"Adventure","Ubisoft",0.060000,0.040000,0.000000,0.010000,0.110000
"Worms Forts: Under Siege","PS2",2004,"Strategy","Acclaim Entertainment",0.050000,0.040000,0.000000,0.010000,0.110000
"Alvin and the Chipmunks: Chipwrecked","DS",2011,"Misc","505 Games",0.070000,0.030000,0.000000,0.010000,0.110000
"Totally Spies! Totally Party","Wii",2008,"Misc","Ubisoft",0.090000,0.010000,0.000000,0.010000,0.110000
"Smash Court Tennis 3","X360",2007,"Sports","Atari",0.080000,0.020000,0.000000,0.010000,0.110000
"ATV Quad Kings","DS",2010,"Racing","Storm City Games",0.100000,0.000000,0.000000,0.010000,0.110000
"Naruto Shippuden: Naruto vs. Sasuke","DS",2008,"Action","Takara Tomy",0.080000,0.000000,0.030000,0.010000,0.110000
"DualPenSports","3DS",2011,"Sports","Namco Bandai Games",0.050000,0.050000,0.000000,0.010000,0.110000
"Project: Snowblind","XB",2005,"Action","Eidos Interactive",0.080000,0.020000,0.000000,0.000000,0.110000
"Astro Boy: The Video Game","PS2",2009,"Action","D3Publisher",0.050000,0.040000,0.000000,0.010000,0.110000
"HOP","DS",2011,"Platform","505 Games",0.090000,0.010000,0.000000,0.010000,0.110000
"Brave Story: New Traveler (US sales)","PSP",2006,"Role-Playing","Sony Computer Entertainment",0.110000,0.000000,0.000000,0.000000,0.110000
"Disneys Extreme Skate Adventure","XB",2003,"Sports","Activision",0.080000,0.020000,0.000000,0.000000,0.110000
"Tales of Phantasia (PS1 & PSP Versions)","PSP",2006,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.110000,0.000000,0.110000
"Kouchuu Ouja Mushi King: Super Collection","DS",2007,"Action","Sega",0.000000,0.000000,0.110000,0.000000,0.110000
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","GC",2003,"Action","THQ",0.090000,0.020000,0.000000,0.000000,0.110000
"Pac-Man World 2","GBA",2005,"Action","Zoo Digital Publishing",0.080000,0.030000,0.000000,0.000000,0.110000
"Yoostar2","PS3",2011,"Misc","Unknown",0.040000,0.050000,0.000000,0.020000,0.110000
"Avatar: The Last Airbender","PSP",2006,"Adventure","THQ",0.100000,0.000000,0.000000,0.010000,0.110000
"Odama","GC",2006,"Misc","Nintendo",0.070000,0.020000,0.020000,0.000000,0.110000
"Karaoke Revolution Presents American Idol Encore","X360",2008,"Misc","Konami Digital Entertainment",0.100000,0.000000,0.000000,0.010000,0.110000
"FlatOut: Ultimate Carnage","X360",2007,"Racing","Empire Interactive",0.070000,0.030000,0.000000,0.010000,0.110000
"Mobile Light Force 2","PS2",2002,"Shooter","Taito",0.050000,0.040000,0.000000,0.010000,0.110000
"Naval Ops: Warship Gunner","PS2",2003,"Simulation","Tecmo Koei",0.050000,0.040000,0.000000,0.010000,0.110000
"Soma Bringer","DS",2008,"Role-Playing","Nintendo",0.000000,0.000000,0.110000,0.000000,0.110000
"000: Squad Command","DS",2007,"Strategy","THQ",0.050000,0.010000,0.000000,0.010000,0.070000
"Hasbro Family Game Night Fun Pack","X360",2011,"Misc","Electronic Arts",0.060000,0.000000,0.000000,0.000000,0.070000
"Pro Yaky? Spirits 4","PS3",2007,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.070000,0.000000,0.070000
"Speed Racer","PS",1996,"Racing","Tomy Corporation",0.040000,0.020000,0.000000,0.000000,0.070000
"NHL Hitz Pro","XB",2003,"Sports","Midway Games",0.050000,0.010000,0.000000,0.000000,0.070000
"Walt Disney Pictures Presents Enchanted","DS",2007,"Platform","Disney Interactive Studios",0.040000,0.010000,0.000000,0.010000,0.070000
"Cardfight!! Vanguard: Lock On Victory!!","3DS",2014,"Misc","FuRyu",0.000000,0.000000,0.070000,0.000000,0.070000
"Jewel Quest IV: Heritage","DS",2011,"Puzzle","iWin",0.000000,0.050000,0.000000,0.010000,0.060000
"Atelier Meruru: Alchemist of Arland 3","PSV",2013,"Role-Playing","Gust",0.000000,0.000000,0.060000,0.000000,0.060000
"Hot Wheels: Burnin Rubber","GBA",2001,"Racing","THQ",0.050000,0.020000,0.000000,0.000000,0.060000
"Ojyousama Express","PS",1998,"Strategy","Media Works",0.000000,0.000000,0.060000,0.000000,0.060000
"Chrysler Classic Racing","Wii",2008,"Racing","Zoo Games",0.060000,0.000000,0.000000,0.000000,0.060000
"Wings of War","XB",2004,"Simulation","Take-Two Interactive",0.050000,0.010000,0.000000,0.000000,0.060000
"Jam Sessions 2","DS",2009,"Misc","Ubisoft",0.060000,0.000000,0.000000,0.000000,0.060000
"Orcs & Elves","DS",2007,"Role-Playing","Electronic Arts",0.060000,0.000000,0.000000,0.010000,0.060000
"187: Ride or Die","XB",2005,"Racing","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"RPG Maker 3","PS2",2004,"Role-Playing","Enterbrain",0.030000,0.020000,0.000000,0.010000,0.060000
"Zatch Bell! Mamodo Battles","GC",2005,"Fighting","Namco Bandai Games",0.050000,0.010000,0.000000,0.000000,0.060000
"Motion Explosion!","X360",2011,"Misc","505 Games",0.050000,0.010000,0.000000,0.000000,0.060000
"Genkai Tokki Monster Monpiece","PSV",2013,"Strategy","Idea Factory",0.000000,0.000000,0.060000,0.000000,0.060000
"Desert Strike Advance","GBA",2002,"Simulation","Electronic Arts",0.050000,0.020000,0.000000,0.000000,0.060000
"Kabuki Warriors","XB",2001,"Action","Genki",0.050000,0.010000,0.000000,0.000000,0.060000
"Gradius Collection","PSP",2006,"Shooter","Konami Digital Entertainment",0.040000,0.000000,0.020000,0.000000,0.060000
"Disneys Chicken Little: Ace In Action","DS",2006,"Shooter","Disney Interactive Studios",0.060000,0.000000,0.000000,0.000000,0.060000
"IL-2 Sturmovik: Birds of Prey","DS",2009,"Simulation","505 Games",0.060000,0.000000,0.000000,0.000000,0.060000
"Discworld","PS",1994,"Adventure","Psygnosis",0.040000,0.020000,0.000000,0.000000,0.060000
"The LEGO Movie Videogame","PC",2014,"Action","Warner Bros. Interactive Entertainment",0.020000,0.040000,0.000000,0.010000,0.060000
"Escape from Bug Island","Wii",2006,"Action","Eidos Interactive",0.040000,0.010000,0.010000,0.000000,0.060000
"World Poker Tour","XB",2005,"Misc","Take-Two Interactive",0.050000,0.010000,0.000000,0.000000,0.060000
"Pirates: The Legend of Black Kat","XB",2002,"Adventure","Electronic Arts",0.050000,0.010000,0.000000,0.000000,0.060000
